478, '2014-1', 110, 60
479, '2014-1', 98, 48
476, '2014-1', 112, 62
477, '2014-1', 148, 98
474, '2014-1', 54, 104
475, '2014-1', 22, 72
472, '2014-1', 37, 87
473, '2014-1', 17, 67
470, '2014-1', 93, 43
471, '2014-1', 165, 115
468, '2014-1', 120, 70
469, '2014-1', 26, 76
466, '2014-1', 144, 94
467, '2014-1', 32, 82
464, '2014-1', 44, 94
465, '2014-1', 104, 54
463, '2014-1', 35, 85
462, '2014-1', 156, 106
461, '2014-1', 30, 80
460, '2014-1', 10, 60
459, '2014-1', 107, 57
458, '2014-1', 41, 91
457, '2014-1', 45, 95
456, '2014-1', 48, 98
455, '2014-1', 46, 96
454, '2014-1', 128, 78
453, '2014-1', 113, 63
452, '2014-1', 112, 62
451, '2014-1', 92, 42
450, '2014-1', 122, 72
449, '2014-1', 13, 63
448, '2014-1', 50, 100
508, '2014-1', 9, 59
509, '2014-1', 125, 75
510, '2014-1', 46, 96
511, '2014-1', 97, 47
504, '2014-1', 130, 80
505, '2014-1', 26, 76
506, '2014-1', 163, 113
507, '2014-1', 157, 107
500, '2014-1', 62, 112
501, '2014-1', 13, 63
502, '2014-1', 155, 105
503, '2014-1', 30, 80
496, '2014-1', 130, 80
497, '2014-1', 112, 62
498, '2014-1', 114, 64
499, '2014-1', 139, 89
493, '2014-1', 1, 51
492, '2014-1', 139, 89
495, '2014-1', 39, 89
494, '2014-1', 49, 99
489, '2014-1', 111, 61
488, '2014-1', 169, 119
491, '2014-1', 98, 48
490, '2014-1', 131, 81
485, '2014-1', 148, 98
484, '2014-1', 56, 106
487, '2014-1', 94, 44
486, '2014-1', 94, 44
481, '2014-1', 113, 63
480, '2014-1', 131, 81
483, '2014-1', 132, 82
482, '2014-1', 153, 103
550, '2014-1', 102, 52
551, '2014-1', 69, 119
548, '2014-1', 120, 70
549, '2014-1', 98, 48
546, '2014-1', 27, 77
547, '2014-1', 106, 56
544, '2014-1', 28, 78
545, '2014-1', 65, 115
558, '2014-1', 26, 76
559, '2014-1', 50, 100
556, '2014-1', 135, 85
557, '2014-1', 23, 73
554, '2014-1', 3, 53
555, '2014-1', 142, 92
552, '2014-1', 38, 88
553, '2014-1', 59, 109
567, '2014-1', 136, 86
566, '2014-1', 92, 42
565, '2014-1', 114, 64
564, '2014-1', 161, 111
563, '2014-1', 98, 48
562, '2014-1', 27, 77
561, '2014-1', 27, 77
560, '2014-1', 16, 66
575, '2014-1', 68, 118
574, '2014-1', 99, 49
573, '2014-1', 58, 108
572, '2014-1', 14, 64
571, '2014-1', 31, 81
570, '2014-1', 111, 61
569, '2014-1', 51, 101
568, '2014-1', 95, 45
516, '2014-1', 95, 45
517, '2014-1', 104, 54
518, '2014-1', 101, 51
519, '2014-1', 22, 72
512, '2014-1', 118, 68
513, '2014-1', 163, 113
514, '2014-1', 162, 112
515, '2014-1', 144, 94
524, '2014-1', 167, 117
525, '2014-1', 136, 86
526, '2014-1', 11, 61
527, '2014-1', 139, 89
520, '2014-1', 115, 65
521, '2014-1', 46, 96
522, '2014-1', 109, 59
523, '2014-1', 20, 70
533, '2014-1', 0, 50
532, '2014-1', 14, 64
535, '2014-1', 139, 89
534, '2014-1', 118, 68
529, '2014-1', 69, 119
528, '2014-1', 64, 114
531, '2014-1', 92, 42
530, '2014-1', 22, 72
541, '2014-1', 98, 48
540, '2014-1', 69, 119
543, '2014-1', 116, 66
542, '2014-1', 96, 46
537, '2014-1', 1, 51
536, '2014-1', 63, 113
539, '2014-1', 43, 93
538, '2014-1', 23, 73
610, '2014-1', 23, 73
611, '2014-1', 43, 93
608, '2014-1', 26, 76
609, '2014-1', 110, 60
614, '2014-1', 23, 73
615, '2014-1', 41, 91
612, '2014-1', 127, 77
613, '2014-1', 99, 49
618, '2014-1', 96, 46
619, '2014-1', 91, 41
616, '2014-1', 35, 85
617, '2014-1', 104, 54
622, '2014-1', 53, 103
623, '2014-1', 11, 61
620, '2014-1', 111, 61
621, '2014-1', 106, 56
627, '2014-1', 25, 75
626, '2014-1', 115, 65
625, '2014-1', 152, 102
624, '2014-1', 21, 71
631, '2014-1', 20, 70
630, '2014-1', 91, 41
629, '2014-1', 141, 91
628, '2014-1', 91, 41
635, '2014-1', 119, 69
634, '2014-1', 130, 80
633, '2014-1', 116, 66
632, '2014-1', 140, 90
639, '2014-1', 56, 106
638, '2014-1', 162, 112
637, '2014-1', 60, 110
636, '2014-1', 99, 49
576, '2014-1', 126, 76
577, '2014-1', 147, 97
578, '2014-1', 18, 68
579, '2014-1', 60, 110
580, '2014-1', 61, 111
581, '2014-1', 55, 105
582, '2014-1', 37, 87
583, '2014-1', 30, 80
584, '2014-1', 41, 91
585, '2014-1', 47, 97
586, '2014-1', 32, 82
587, '2014-1', 1, 51
588, '2014-1', 110, 60
589, '2014-1', 154, 104
590, '2014-1', 64, 114
591, '2014-1', 152, 102
593, '2014-1', 119, 69
592, '2014-1', 30, 80
595, '2014-1', 160, 110
594, '2014-1', 40, 90
597, '2014-1', 31, 81
596, '2014-1', 68, 118
599, '2014-1', 1, 51
598, '2014-1', 169, 119
601, '2014-1', 122, 72
600, '2014-1', 62, 112
603, '2014-1', 130, 80
602, '2014-1', 39, 89
605, '2014-1', 92, 42
604, '2014-1', 97, 47
607, '2014-1', 9, 59
606, '2014-1', 53, 103
687, '2014-1', 141, 91
686, '2014-1', 150, 100
685, '2014-1', 61, 111
684, '2014-1', 150, 100
683, '2014-1', 41, 91
682, '2014-1', 113, 63
681, '2014-1', 17, 67
680, '2014-1', 28, 78
679, '2014-1', 14, 64
678, '2014-1', 116, 66
677, '2014-1', 53, 103
676, '2014-1', 18, 68
675, '2014-1', 49, 99
674, '2014-1', 18, 68
673, '2014-1', 59, 109
672, '2014-1', 3, 53
702, '2014-1', 150, 100
703, '2014-1', 147, 97
700, '2014-1', 16, 66
701, '2014-1', 118, 68
698, '2014-1', 157, 107
699, '2014-1', 129, 79
696, '2014-1', 122, 72
697, '2014-1', 21, 71
694, '2014-1', 58, 108
695, '2014-1', 141, 91
692, '2014-1', 15, 65
693, '2014-1', 112, 62
690, '2014-1', 152, 102
691, '2014-1', 16, 66
688, '2014-1', 108, 58
689, '2014-1', 62, 112
653, '2014-1', 154, 104
652, '2014-1', 58, 108
655, '2014-1', 148, 98
654, '2014-1', 99, 49
649, '2014-1', 62, 112
648, '2014-1', 48, 98
651, '2014-1', 3, 53
650, '2014-1', 147, 97
645, '2014-1', 16, 66
644, '2014-1', 30, 80
647, '2014-1', 123, 73
646, '2014-1', 44, 94
641, '2014-1', 99, 49
640, '2014-1', 120, 70
643, '2014-1', 102, 52
642, '2014-1', 55, 105
668, '2014-1', 143, 93
669, '2014-1', 6, 56
670, '2014-1', 6, 56
671, '2014-1', 120, 70
664, '2014-1', 39, 89
665, '2014-1', 3, 53
666, '2014-1', 42, 92
667, '2014-1', 59, 109
660, '2014-1', 169, 119
661, '2014-1', 119, 69
662, '2014-1', 139, 89
663, '2014-1', 95, 45
656, '2014-1', 149, 99
657, '2014-1', 58, 108
658, '2014-1', 112, 62
659, '2014-1', 30, 80
747, '2014-1', 23, 73
746, '2014-1', 41, 91
745, '2014-1', 98, 48
744, '2014-1', 92, 42
751, '2014-1', 34, 84
750, '2014-1', 3, 53
749, '2014-1', 31, 81
748, '2014-1', 93, 43
739, '2014-1', 101, 51
738, '2014-1', 113, 63
737, '2014-1', 9, 59
736, '2014-1', 102, 52
743, '2014-1', 124, 74
742, '2014-1', 15, 65
741, '2014-1', 124, 74
740, '2014-1', 20, 70
762, '2014-1', 1, 51
763, '2014-1', 91, 41
760, '2014-1', 65, 115
761, '2014-1', 36, 86
766, '2014-1', 28, 78
767, '2014-1', 29, 79
764, '2014-1', 135, 85
765, '2014-1', 110, 60
754, '2014-1', 126, 76
755, '2014-1', 64, 114
752, '2014-1', 57, 107
753, '2014-1', 93, 43
758, '2014-1', 18, 68
759, '2014-1', 147, 97
756, '2014-1', 156, 106
757, '2014-1', 9, 59
713, '2014-1', 47, 97
712, '2014-1', 137, 87
715, '2014-1', 59, 109
714, '2014-1', 148, 98
717, '2014-1', 38, 88
716, '2014-1', 95, 45
719, '2014-1', 93, 43
718, '2014-1', 99, 49
705, '2014-1', 39, 89
704, '2014-1', 49, 99
707, '2014-1', 116, 66
706, '2014-1', 56, 106
709, '2014-1', 115, 65
708, '2014-1', 24, 74
711, '2014-1', 116, 66
710, '2014-1', 113, 63
728, '2014-1', 24, 74
729, '2014-1', 54, 104
730, '2014-1', 6, 56
731, '2014-1', 168, 118
732, '2014-1', 46, 96
733, '2014-1', 96, 46
734, '2014-1', 35, 85
735, '2014-1', 40, 90
720, '2014-1', 98, 48
721, '2014-1', 53, 103
722, '2014-1', 141, 91
723, '2014-1', 109, 59
724, '2014-1', 145, 95
725, '2014-1', 4, 54
726, '2014-1', 2, 52
727, '2014-1', 166, 116
821, '2014-1', 150, 100
820, '2014-1', 32, 82
823, '2014-1', 160, 110
822, '2014-1', 43, 93
817, '2014-1', 149, 99
816, '2014-1', 44, 94
819, '2014-1', 69, 119
818, '2014-1', 105, 55
829, '2014-1', 137, 87
828, '2014-1', 99, 49
831, '2014-1', 163, 113
830, '2014-1', 51, 101
825, '2014-1', 9, 59
824, '2014-1', 134, 84
827, '2014-1', 147, 97
826, '2014-1', 156, 106
804, '2014-1', 36, 86
805, '2014-1', 107, 57
806, '2014-1', 124, 74
807, '2014-1', 127, 77
800, '2014-1', 47, 97
801, '2014-1', 23, 73
802, '2014-1', 115, 65
803, '2014-1', 107, 57
812, '2014-1', 19, 69
813, '2014-1', 4, 54
814, '2014-1', 27, 77
815, '2014-1', 99, 49
808, '2014-1', 52, 102
809, '2014-1', 145, 95
810, '2014-1', 160, 110
811, '2014-1', 146, 96
791, '2014-1', 168, 118
790, '2014-1', 100, 50
789, '2014-1', 153, 103
788, '2014-1', 161, 111
787, '2014-1', 169, 119
786, '2014-1', 9, 59
785, '2014-1', 154, 104
784, '2014-1', 30, 80
799, '2014-1', 115, 65
798, '2014-1', 41, 91
797, '2014-1', 142, 92
796, '2014-1', 37, 87
795, '2014-1', 126, 76
794, '2014-1', 102, 52
793, '2014-1', 26, 76
792, '2014-1', 23, 73
774, '2014-1', 157, 107
775, '2014-1', 14, 64
772, '2014-1', 96, 46
773, '2014-1', 126, 76
770, '2014-1', 3, 53
771, '2014-1', 0, 50
768, '2014-1', 60, 110
769, '2014-1', 96, 46
782, '2014-1', 15, 65
783, '2014-1', 150, 100
780, '2014-1', 4, 54
781, '2014-1', 115, 65
778, '2014-1', 111, 61
779, '2014-1', 13, 63
776, '2014-1', 95, 45
777, '2014-1', 33, 83
881, '2014-1', 9, 59
880, '2014-1', 155, 105
883, '2014-1', 24, 74
882, '2014-1', 43, 93
885, '2014-1', 39, 89
884, '2014-1', 23, 73
887, '2014-1', 66, 116
886, '2014-1', 163, 113
889, '2014-1', 125, 75
888, '2014-1', 168, 118
891, '2014-1', 122, 72
890, '2014-1', 68, 118
893, '2014-1', 37, 87
892, '2014-1', 95, 45
895, '2014-1', 19, 69
894, '2014-1', 31, 81
864, '2014-1', 159, 109
865, '2014-1', 147, 97
866, '2014-1', 5, 55
867, '2014-1', 39, 89
868, '2014-1', 15, 65
869, '2014-1', 59, 109
870, '2014-1', 96, 46
871, '2014-1', 94, 44
872, '2014-1', 21, 71
873, '2014-1', 151, 101
874, '2014-1', 92, 42
875, '2014-1', 14, 64
876, '2014-1', 23, 73
877, '2014-1', 141, 91
878, '2014-1', 167, 117
879, '2014-1', 115, 65
851, '2014-1', 153, 103
850, '2014-1', 43, 93
849, '2014-1', 111, 61
848, '2014-1', 123, 73
855, '2014-1', 10, 60
854, '2014-1', 141, 91
853, '2014-1', 95, 45
852, '2014-1', 129, 79
859, '2014-1', 8, 58
858, '2014-1', 4, 54
857, '2014-1', 38, 88
856, '2014-1', 4, 54
863, '2014-1', 99, 49
862, '2014-1', 34, 84
861, '2014-1', 99, 49
860, '2014-1', 3, 53
834, '2014-1', 163, 113
835, '2014-1', 163, 113
832, '2014-1', 155, 105
833, '2014-1', 53, 103
838, '2014-1', 155, 105
839, '2014-1', 29, 79
836, '2014-1', 52, 102
837, '2014-1', 139, 89
842, '2014-1', 125, 75
843, '2014-1', 127, 77
840, '2014-1', 58, 108
841, '2014-1', 99, 49
846, '2014-1', 44, 94
847, '2014-1', 36, 86
844, '2014-1', 156, 106
845, '2014-1', 60, 110
956, '2014-1', 45, 95
957, '2014-1', 163, 113
958, '2014-1', 50, 100
959, '2014-1', 24, 74
952, '2014-1', 167, 117
953, '2014-1', 104, 54
954, '2014-1', 55, 105
955, '2014-1', 9, 59
948, '2014-1', 98, 48
949, '2014-1', 146, 96
950, '2014-1', 146, 96
951, '2014-1', 39, 89
944, '2014-1', 60, 110
945, '2014-1', 127, 77
946, '2014-1', 134, 84
947, '2014-1', 93, 43
941, '2014-1', 39, 89
940, '2014-1', 0, 50
943, '2014-1', 55, 105
942, '2014-1', 140, 90
937, '2014-1', 130, 80
936, '2014-1', 93, 43
939, '2014-1', 55, 105
938, '2014-1', 121, 71
933, '2014-1', 163, 113
932, '2014-1', 31, 81
935, '2014-1', 62, 112
934, '2014-1', 122, 72
929, '2014-1', 14, 64
928, '2014-1', 67, 117
931, '2014-1', 98, 48
930, '2014-1', 11, 61
926, '2014-1', 136, 86
927, '2014-1', 154, 104
924, '2014-1', 64, 114
925, '2014-1', 131, 81
922, '2014-1', 22, 72
923, '2014-1', 111, 61
920, '2014-1', 140, 90
921, '2014-1', 142, 92
918, '2014-1', 49, 99
919, '2014-1', 52, 102
916, '2014-1', 67, 117
917, '2014-1', 67, 117
914, '2014-1', 147, 97
915, '2014-1', 93, 43
912, '2014-1', 48, 98
913, '2014-1', 35, 85
911, '2014-1', 157, 107
910, '2014-1', 7, 57
909, '2014-1', 108, 58
908, '2014-1', 105, 55
907, '2014-1', 142, 92
906, '2014-1', 104, 54
905, '2014-1', 95, 45
904, '2014-1', 157, 107
903, '2014-1', 27, 77
902, '2014-1', 33, 83
901, '2014-1', 109, 59
900, '2014-1', 124, 74
899, '2014-1', 0, 50
898, '2014-1', 125, 75
897, '2014-1', 157, 107
896, '2014-1', 133, 83
1016, '2014-1', 114, 64
1017, '2014-1', 90, 40
1018, '2014-1', 109, 59
1019, '2014-1', 166, 116
1020, '2014-1', 7, 57
1021, '2014-1', 119, 69
1022, '2014-1', 67, 117
1023, '2014-1', 66, 116
1008, '2014-1', 136, 86
1009, '2014-1', 11, 61
1010, '2014-1', 93, 43
1011, '2014-1', 59, 109
1012, '2014-1', 29, 79
1013, '2014-1', 148, 98
1014, '2014-1', 13, 63
1015, '2014-1', 90, 40
1001, '2014-1', 92, 42
1000, '2014-1', 40, 90
1003, '2014-1', 31, 81
1002, '2014-1', 99, 49
1005, '2014-1', 112, 62
1004, '2014-1', 118, 68
1007, '2014-1', 35, 85
1006, '2014-1', 7, 57
993, '2014-1', 17, 67
992, '2014-1', 155, 105
995, '2014-1', 146, 96
994, '2014-1', 23, 73
997, '2014-1', 155, 105
996, '2014-1', 11, 61
999, '2014-1', 29, 79
998, '2014-1', 102, 52
986, '2014-1', 99, 49
987, '2014-1', 18, 68
984, '2014-1', 150, 100
985, '2014-1', 4, 54
990, '2014-1', 125, 75
991, '2014-1', 131, 81
988, '2014-1', 96, 46
