365, 225, 9, 116, '2008-10'
366, 224, 7, 107, '2005-9'
367, 254, 9, 96, '2011-5'
368, 254, 3, 84, '2000-2'
369, 255, 4, 112, '2004-1'
370, 252, 4, 106, '2011-12'
371, 252, 4, 40, '2006-6'
372, 253, 1, 44, '2004-10'
373, 250, 3, 64, '2011-10'
374, 251, 9, 112, '2013-1'
375, 251, 2, 118, '2006-9'
376, 248, 10, 70, '2008-9'
377, 249, 5, 97, '2012-3'
378, 246, 2, 119, '2013-6'
379, 247, 3, 78, '2013-7'
380, 247, 7, 87, '2004-4'
381, 244, 8, 51, '2002-10'
382, 244, 1, 118, '2010-2'
383, 245, 10, 93, '2014-7'
384, 245, 8, 55, '2008-4'
385, 242, 3, 87, '2006-3'
386, 243, 10, 55, '2007-9'
387, 243, 7, 56, '2012-4'
388, 240, 5, 100, '2002-11'
389, 241, 2, 113, '2002-5'
390, 275, 5, 111, '2002-4'
391, 274, 9, 45, '2008-6'
392, 274, 5, 43, '2000-1'
393, 273, 5, 117, '2003-3'
394, 272, 6, 51, '2004-11'
395, 279, 10, 63, '2010-6'
396, 278, 4, 100, '2007-10'
397, 278, 7, 100, '2009-7'
398, 277, 1, 42, '2010-4'
399, 276, 3, 109, '2002-12'
400, 276, 8, 53, '2011-11'
401, 283, 2, 51, '2008-1'
402, 282, 10, 49, '2004-9'
403, 282, 3, 103, '2003-10'
404, 281, 2, 107, '2004-6'
405, 280, 1, 96, '2014-3'
406, 280, 3, 69, '2009-2'
407, 287, 7, 54, '2004-11'
408, 287, 1, 120, '2003-6'
409, 286, 2, 91, '2000-6'
410, 285, 1, 117, '2009-8'
411, 284, 1, 86, '2012-1'
412, 258, 6, 76, '2011-1'
413, 258, 6, 60, '2008-9'
414, 259, 8, 62, '2001-10'
415, 259, 10, 56, '2004-12'
416, 256, 1, 79, '2002-4'
417, 257, 6, 76, '2001-5'
418, 262, 1, 51, '2006-11'
419, 263, 4, 98, '2006-11'
420, 260, 6, 76, '2013-1'
421, 260, 1, 84, '2010-4'
422, 261, 6, 118, '2007-4'
423, 266, 6, 68, '2003-2'
424, 267, 2, 115, '2006-8'
425, 267, 5, 117, '2008-4'
426, 264, 4, 97, '2013-8'
427, 264, 8, 120, '2010-11'
428, 265, 4, 44, '2010-10'
429, 265, 10, 42, '2001-4'
430, 270, 1, 73, '2005-2'
431, 270, 5, 85, '2006-4'
432, 271, 6, 111, '2009-1'
433, 271, 10, 87, '2007-3'
434, 268, 3, 45, '2009-3'
435, 268, 7, 46, '2007-5'
436, 269, 1, 87, '2002-1'
437, 269, 4, 78, '2014-1'
438, 305, 5, 48, '2001-6'
439, 304, 2, 120, '2009-6'
440, 304, 5, 79, '2014-1'
441, 307, 8, 63, '2010-10'
442, 307, 1, 85, '2007-1'
443, 306, 7, 50, '2005-7'
444, 309, 7, 99, '2013-9'
445, 309, 1, 83, '2008-2'
446, 308, 2, 102, '2008-6'
447, 311, 4, 87, '2001-7'
448, 311, 8, 66, '2011-7'
449, 310, 8, 54, '2009-3'
450, 310, 4, 110, '2000-6'
451, 313, 10, 110, '2005-8'
452, 312, 8, 74, '2014-6'
453, 312, 5, 117, '2013-3'
454, 315, 1, 106, '2006-1'
455, 314, 4, 54, '2001-1'
456, 314, 8, 85, '2009-3'
457, 317, 4, 60, '2006-9'
458, 316, 3, 114, '2001-9'
459, 316, 1, 45, '2012-8'
460, 319, 8, 59, '2002-12'
461, 319, 7, 87, '2014-11'
462, 318, 1, 42, '2004-1'
463, 318, 8, 97, '2003-11'
464, 288, 10, 44, '2004-10'
465, 289, 8, 90, '2011-2'
466, 289, 2, 69, '2004-6'
467, 290, 9, 62, '2003-9'
468, 290, 4, 80, '2007-11'
469, 291, 6, 100, '2013-9'
470, 291, 10, 40, '2012-9'
471, 292, 7, 40, '2005-2'
472, 292, 9, 75, '2001-4'
473, 293, 7, 119, '2013-5'
474, 294, 8, 59, '2008-2'
475, 295, 8, 80, '2003-3'
476, 295, 3, 120, '2006-10'
477, 296, 4, 90, '2007-2'
478, 296, 6, 88, '2002-10'
479, 297, 8, 78, '2014-4'
480, 297, 9, 53, '2009-12'
481, 298, 1, 68, '2011-12'
482, 298, 10, 74, '2014-8'
483, 299, 10, 78, '2005-12'
484, 300, 8, 81, '2007-9'
485, 301, 8, 93, '2009-5'
486, 302, 6, 80, '2001-7'
487, 303, 7, 80, '2010-11'
488, 303, 7, 53, '2005-4'
489, 343, 4, 119, '2000-10'
490, 342, 4, 104, '2004-12'
491, 342, 8, 105, '2012-12'
492, 341, 3, 100, '2004-8'
493, 340, 7, 69, '2005-5'
494, 340, 6, 63, '2004-10'
495, 339, 8, 101, '2003-6'
496, 339, 7, 114, '2012-11'
497, 338, 10, 93, '2004-5'
498, 338, 7, 43, '2013-9'
499, 337, 7, 52, '2001-2'
500, 337, 3, 112, '2000-11'
501, 336, 10, 113, '2000-6'
502, 336, 8, 44, '2001-6'
503, 351, 6, 41, '2013-6'
504, 350, 9, 116, '2007-5'
505, 349, 7, 117, '2014-5'
506, 348, 5, 84, '2012-9'
507, 347, 4, 88, '2005-8'
508, 347, 7, 85, '2006-10'
509, 346, 7, 79, '2000-12'
510, 345, 6, 66, '2001-5'
511, 345, 4, 77, '2010-10'
512, 344, 4, 118, '2011-11'
513, 344, 7, 40, '2013-7'
514, 326, 8, 79, '2002-9'
515, 327, 7, 97, '2014-10'
516, 324, 6, 100, '2003-12'
517, 324, 9, 89, '2006-10'
518, 325, 5, 49, '2009-10'
519, 325, 8, 102, '2000-4'
520, 322, 3, 108, '2001-1'
521, 323, 6, 79, '2005-11'
522, 320, 7, 88, '2001-12'
523, 320, 3, 74, '2008-11'
524, 321, 8, 94, '2002-1'
525, 321, 7, 87, '2013-12'
526, 334, 1, 65, '2009-5'
527, 334, 10, 54, '2013-5'
528, 335, 10, 83, '2002-9'
529, 335, 10, 104, '2006-10'
530, 332, 4, 71, '2006-4'
531, 333, 1, 40, '2001-10'
532, 333, 5, 119, '2008-10'
533, 330, 3, 56, '2008-1'
534, 330, 1, 66, '2008-3'
535, 331, 6, 119, '2006-4'
536, 331, 9, 112, '2002-7'
537, 328, 2, 82, '2012-4'
538, 328, 8, 41, '2000-10'
539, 329, 9, 101, '2011-6'
540, 329, 5, 77, '2009-5'
541, 373, 3, 96, '2014-5'
542, 372, 8, 95, '2013-9'
543, 375, 3, 63, '2004-6'
544, 374, 6, 91, '2001-4'
545, 369, 10, 116, '2013-6'
546, 369, 2, 42, '2001-8'
547, 368, 1, 120, '2013-2'
548, 371, 10, 63, '2003-3'
549, 370, 4, 81, '2002-3'
550, 370, 2, 79, '2009-9'
551, 381, 3, 79, '2009-11'
552, 381, 6, 43, '2008-1'
553, 380, 6, 103, '2001-4'
554, 380, 7, 72, '2005-6'
555, 383, 8, 41, '2000-5'
556, 382, 1, 108, '2006-12'
557, 382, 4, 77, '2012-4'
558, 377, 1, 85, '2009-2'
559, 377, 2, 53, '2002-8'
560, 376, 5, 97, '2011-3'
561, 376, 10, 75, '2010-12'
562, 379, 8, 77, '2001-12'
563, 379, 2, 114, '2009-11'
564, 378, 5, 98, '2006-3'
565, 378, 1, 95, '2004-6'
566, 356, 8, 59, '2012-11'
567, 356, 8, 87, '2012-6'
568, 357, 4, 80, '2008-6'
569, 357, 4, 114, '2006-5'
570, 358, 6, 100, '2000-8'
571, 358, 2, 87, '2008-9'
572, 359, 3, 83, '2007-1'
573, 352, 1, 68, '2009-5'
574, 353, 3, 42, '2014-4'
575, 353, 6, 46, '2010-12'
576, 354, 3, 86, '2005-12'
577, 355, 6, 94, '2003-8'
578, 364, 7, 55, '2002-5'
579, 365, 4, 97, '2008-9'
580, 366, 9, 101, '2000-8'
581, 366, 4, 67, '2011-8'
582, 367, 4, 54, '2005-2'
583, 367, 3, 101, '2000-9'
584, 360, 7, 95, '2000-4'
585, 361, 1, 93, '2002-5'
586, 361, 9, 95, '2004-4'
587, 362, 6, 90, '2005-11'
588, 362, 10, 69, '2013-1'
589, 363, 5, 85, '2004-8'
590, 410, 1, 69, '2010-5'
591, 410, 8, 88, '2009-10'
592, 411, 6, 97, '2002-1'
593, 408, 2, 43, '2002-11'
594, 408, 2, 50, '2004-8'
595, 409, 5, 60, '2006-4'
596, 409, 2, 67, '2005-7'
597, 414, 6, 62, '2002-7'
598, 414, 3, 118, '2000-9'
599, 415, 8, 60, '2012-1'
600, 412, 10, 96, '2011-6'
601, 412, 4, 61, '2007-7'
602, 413, 8, 44, '2013-11'
603, 402, 9, 66, '2002-2'
604, 402, 1, 68, '2006-12'
605, 403, 6, 46, '2002-7'
606, 403, 4, 110, '2008-4'
607, 400, 10, 53, '2009-8'
608, 401, 7, 72, '2009-1'
609, 401, 1, 59, '2006-1'
610, 406, 8, 76, '2002-1'
611, 406, 9, 83, '2004-5'
612, 407, 8, 118, '2011-1'
613, 407, 7, 116, '2012-12'
614, 404, 9, 96, '2014-3'
615, 405, 1, 88, '2008-10'
616, 395, 10, 111, '2013-2'
617, 395, 1, 42, '2004-3'
618, 394, 4, 72, '2002-6'
619, 394, 2, 114, '2012-12'
620, 393, 9, 86, '2006-3'
621, 392, 1, 73, '2006-5'
622, 399, 3, 73, '2003-10'
623, 399, 2, 98, '2010-12'
624, 398, 1, 69, '2005-7'
625, 398, 10, 118, '2012-2'
626, 397, 8, 120, '2010-4'
627, 396, 10, 92, '2008-1'
628, 396, 1, 86, '2011-10'
629, 387, 5, 87, '2007-3'
630, 386, 2, 90, '2013-3'
631, 385, 10, 82, '2010-8'
632, 385, 3, 106, '2012-3'
633, 384, 4, 61, '2010-8'
634, 384, 10, 118, '2010-8'
635, 391, 9, 78, '2007-8'
636, 390, 6, 108, '2012-10'
637, 390, 4, 95, '2012-3'
638, 389, 5, 71, '2014-3'
639, 389, 10, 72, '2007-6'
640, 388, 1, 88, '2012-1'
641, 440, 5, 68, '2000-5'
642, 441, 4, 89, '2005-3'
643, 441, 7, 118, '2005-8'
644, 442, 2, 98, '2012-2'
645, 443, 4, 72, '2014-8'
646, 444, 6, 116, '2000-2'
647, 444, 4, 62, '2012-5'
648, 445, 10, 97, '2012-8'
649, 446, 2, 70, '2006-8'
650, 447, 9, 65, '2003-3'
651, 447, 3, 73, '2014-4'
652, 432, 10, 82, '2007-7'
653, 433, 9, 75, '2003-2'
654, 433, 2, 77, '2005-5'
655, 434, 6, 58, '2014-6'
656, 434, 8, 79, '2003-5'
657, 435, 10, 63, '2007-7'
658, 435, 9, 67, '2005-1'
659, 436, 3, 117, '2003-11'
660, 436, 6, 80, '2014-4'
661, 437, 2, 100, '2008-8'
662, 438, 1, 81, '2008-3'
663, 439, 7, 45, '2005-9'
664, 425, 8, 107, '2005-10'
665, 424, 1, 119, '2004-3'
666, 427, 9, 110, '2010-2'
667, 427, 7, 71, '2000-12'
668, 426, 8, 58, '2011-1'
669, 426, 7, 59, '2011-6'
670, 429, 7, 120, '2012-10'
671, 428, 10, 105, '2001-5'
672, 431, 9, 106, '2001-11'
673, 431, 6, 91, '2008-3'
674, 430, 10, 44, '2009-4'
675, 417, 10, 106, '2010-6'
676, 417, 8, 43, '2008-1'
677, 416, 4, 102, '2001-11'
678, 419, 6, 106, '2006-9'
679, 419, 9, 89, '2011-8'
680, 418, 9, 43, '2002-8'
681, 418, 3, 40, '2008-9'
682, 421, 3, 106, '2010-11'
683, 420, 1, 67, '2007-12'
684, 423, 2, 52, '2002-5'
685, 423, 7, 89, '2000-4'
686, 422, 6, 50, '2005-9'
687, 478, 1, 112, '2002-12'
688, 478, 1, 64, '2001-4'
689, 479, 9, 53, '2005-1'
690, 479, 2, 116, '2012-10'
691, 476, 10, 88, '2009-9'
692, 476, 9, 96, '2005-12'
693, 477, 5, 80, '2011-3'
694, 474, 2, 60, '2012-10'
695, 474, 3, 97, '2012-2'
696, 475, 5, 67, '2005-10'
697, 475, 9, 117, '2006-11'
698, 472, 6, 49, '2001-5'
699, 472, 1, 51, '2001-12'
700, 473, 7, 80, '2013-11'
701, 470, 4, 50, '2003-12'
702, 471, 10, 78, '2006-1'
703, 468, 2, 83, '2007-2'
704, 468, 1, 100, '2003-7'
705, 469, 1, 79, '2002-9'
706, 469, 1, 63, '2000-3'
707, 466, 4, 102, '2007-1'
708, 467, 8, 71, '2000-4'
709, 464, 2, 48, '2004-6'
710, 465, 8, 55, '2004-1'
711, 465, 3, 111, '2001-1'
712, 463, 5, 69, '2008-8'
713, 462, 2, 107, '2012-2'
714, 462, 9, 66, '2012-7'
715, 461, 2, 119, '2003-10'
716, 460, 6, 42, '2001-4'
717, 459, 2, 96, '2013-6'
718, 459, 1, 118, '2000-4'
719, 458, 4, 104, '2010-1'
720, 458, 8, 85, '2006-11'
721, 457, 1, 64, '2014-8'
722, 457, 2, 120, '2014-12'
723, 456, 7, 73, '2008-3'
724, 455, 3, 71, '2007-3'
725, 455, 7, 68, '2005-3'
726, 454, 5, 76, '2008-8'
727, 454, 4, 74, '2002-8'
728, 453, 8, 83, '2008-10'
729, 453, 3, 56, '2012-2'
730, 452, 2, 44, '2007-10'
731, 451, 8, 58, '2009-2'
732, 450, 8, 52, '2005-12'
733, 449, 3, 60, '2007-4'
734, 449, 4, 69, '2009-8'
735, 448, 9, 84, '2009-5'
736, 508, 8, 73, '2003-1'
737, 508, 7, 97, '2005-2'
738, 509, 1, 107, '2009-12'
739, 509, 8, 83, '2005-11'
740, 510, 4, 47, '2013-3'
741, 510, 9, 59, '2007-8'
742, 511, 1, 97, '2006-10'
743, 504, 6, 85, '2009-9'
744, 504, 5, 43, '2013-3'
745, 505, 4, 52, '2012-12'
746, 506, 3, 62, '2003-10'
747, 506, 7, 86, '2011-4'
748, 507, 5, 50, '2014-1'
749, 500, 6, 56, '2010-5'
750, 501, 1, 68, '2008-8'
751, 502, 4, 59, '2004-10'
752, 503, 10, 115, '2007-9'
753, 496, 5, 104, '2011-12'
754, 497, 4, 51, '2011-10'
755, 497, 4, 66, '2003-2'
756, 498, 5, 44, '2008-12'
757, 499, 2, 74, '2014-12'
758, 499, 4, 50, '2001-1'
759, 493, 2, 92, '2010-11'
760, 492, 2, 94, '2005-8'
761, 495, 9, 118, '2010-3'
762, 495, 2, 107, '2000-5'
763, 494, 7, 110, '2010-1'
764, 494, 10, 115, '2013-1'
765, 489, 4, 68, '2003-2'
766, 488, 8, 119, '2006-3'
767, 491, 1, 54, '2002-2'
768, 491, 2, 100, '2013-2'
769, 490, 10, 71, '2011-2'
770, 485, 1, 79, '2006-4'
771, 485, 9, 70, '2014-11'
772, 484, 5, 54, '2010-8'
773, 487, 4, 53, '2000-2'
774, 486, 1, 53, '2007-12'
775, 486, 10, 87, '2004-7'
776, 481, 5, 61, '2002-5'
777, 481, 8, 68, '2009-1'
