100042, 'Ruvu', 33700, "[[28932,  28933,  28934,  28935,  28936,  16426,  28937,  16428,  28938,  16430,  16431,  28939,  16433,  28940,  16435,  28941,  16437,  28942,  16439,  28943,  16441,  28944,  16443,  28945,  16445,  28946,  16447,  28947,  16449,  28948,  16451,  16452,  28949,  16454,  28950,  16456,  28951,  28952,  16459,  28953,  16461,  28954,  16463,  28955,  16465,  -24371,  28956,  -24369,  28957,  -24367,  28958,  -24365,  -24364,  28959]]"
100043, 'Same Mjini', 33700, "[[28960,  28961,  -28934,  28962]]"
100044, 'Suji', 33700, "[[28963,  28964,  28965,  28966]]"
100045, 'Vudee', 33700, "[[28967,  28968,  28969,  28970,  28971]]"
100046, 'Vuje', 33700, "[[28972,  28973,  28974]]"
100047, 'Vunta', 33700, "[[28975,  28976,  16400,  16401,  28977,  16403,  28978,  28979,  28980]]"
100048, 'Chachani', 33701, "[[28981,  28982,  28983]]"
100049, 'Chanjaani', 33701, "[[28984,  28985,  28986,  28987,  28988,  8065,  16943,  28989,  8067,  8068,  8069,  16946,  8071,  28990,  -28982]]"
100050, 'Chonga', 33701, "[[28991,  28992,  28993,  24389,  28994,  24391,  28995,  28996]]"
100051, 'Kilindi', 33701, "[[8050,  8051,  8052,  8053,  8054,  8055,  28997,  -28997,  28998,  8008,  16916,  8010,  16917,  8012,  16918,  8014,  16919,  8016,  16920,  8018,  16921,  8020,  16922,  8022,  8023,  8024,  8025,  28999,  16925,  8027,  16926,  8029,  16927,  8031,  16928,  8033,  16929,  8035,  8036,  8037,  8038,  8039,  8040,  8041,  8042,  8043,  8044,  8045,  8046,  8047,  29000,  8049]]"
100052, 'Kwale', 33701, "[[-15404,  29001,  29002,  29003,  8188,  17006,  8190,  17007,  17008,  8193,  17009,  8195,  17010,  8197,  17011,  8199,  17012,  8201,  17013,  8203,  29004,  8205,  17014,  8207,  17015,  8209,  17016,  29005]]"
100053, 'Matale', 33701, "[[24387,  29006,  -28993,  29007,  -28988,  29008,  29009]]"
100054, 'Mgelema', 33701, "[[24392,  29010,  24394,  24395,  29011,  24397,  24398,  29012,  24400,  8003,  29013,  8005,  8006,  8007,  -28999,  -28996]]"
100055, 'Mvumoni', 33701, "[[16697,  9004,  16698,  9006,  16699,  9008,  16700,  9010,  16701,  9012,  16702,  16703,  9015,  16704,  9017,  16705,  9019,  16706,  9021,  29014,  -29009,  -28987,  29015,  29016]]"
100056, 'Ndagoni', 33701, "[[[16659,  9910,  16660,  9912,  16661,  9914,  16662,  9916,  16663,  9918,  9919,  9920,  16665,  9922,  9923,  9924,  9925,  9926,  9927,  9928,  9929,  9930,  9931,  9932,  9933,  9934,  16672,  9936,  16673,  9938,  16674,  9940]],  [[8128,  8129,  16976,  8131,  16977,  8133,  16978,  8135,  8136,  8137,  8138,  8139,  16981,  8141,  8142,  8143,  16983,  8145,  8146,  8147,  16985,  8149,  16986,  8151,  8152,  8153,  8154,  8155,  8156,  8157,  8158,  8159,  8160,  8161,  8162,  8163,  16993,  29017,  8165,  8166,  29018,  8083,  16953,  8085,  16954,  8087,  16955,  8089,  16956,  8091,  16957,  8093,  16958,  8095,  8096,  8097,  8098,  8099,  8100,  8101,  16962,  8103,  16963,  8105,  16964,  8107,  16965,  8109,  16966,  8111,  16967,  8113,  16968,  8115,  16969,  8117,  16970,  8119,  16971,  8121,  8122,  8123,  8124,  8125,  16974,  8127]]]"
100057, 'Ng_ambwa', 33701, "[[29019,  29020,  29021,  29022,  29023,  -29002,  -15403,  29024,  -15401]]"
100058, 'Pujini', 33701, "[[9034,  9035,  16714,  9037,  16715,  9039,  9040,  9041,  9042,  9043,  16718,  9045,  16719,  9047,  16720,  9049,  9050,  9051,  16722,  29025,  9054,  16724,  24371,  29026,  24373,  29027,  24375,  29028,  24377,  29029,  29030,  24380,  29031,  24382,  29032,  24384,  29033,  24386,  -29010,  -29015,  9022,  9023,  16708,  9025,  16709,  9027,  16710,  9029,  16711,  9031,  9032,  9033]]"
100059, 'Shungi', 33701, "[[-28989,  -29008,  -28992,  -28998,  8056,  16939,  8058,  16940,  8060,  16941,  8062,  8063,  8064]]"
100742, 'Mbuyuni', 33735, "[[29034,  29035,  29036,  29037,  29038,  29039,  29040]]"
100743, 'Mchauru', 33735, "[[25877,  29041,  25879,  29042,  25881,  29043,  29044,  94,  19577,  96,  19578,  98,  29045,  29046]]"
100744, 'Mikangaula', 33735, "[[29047,  29048,  29049,  29050,  29051]]"
100745, 'Mkonona', 33735, "[[29052,  29053,  117,  29054,  119,  19586,  121,  19587,  123,  19588,  19589,  126,  29055,  128,  29056,  19590,  131,  132,  133,  29057,  29058]]"
100746, 'Mkululu', 33735, "[[25864,  29059,  25866,  29060,  -29041,  29061,  29062]]"
100747, 'Mkundi', 33735, "[[29063,  25857,  25858,  29064,  29065,  25861,  29066,  25863,  -29063,  29067,  29068,  29069,  25855]]"
100748, 'Mnavira', 33735, "[[85,  19574,  87,  19575,  89,  29070,  19576,  92,  29071,  -29044,  25882,  25883,  29072,  29073,  75,  29074,  77,  29075,  79,  29076,  81,  29077,  83,  19573]]"
100749, 'Mpindimbi', 33735, "[[29078,  -29069,  29079,  29080,  29081,  29082,  29083]]"
100750, 'Mwena', 33735, "[[29084,  25837,  29085,  29086,  25839,  29087,  29088,  29089,  -18011,  29090,  -18009,  29091,  -18007,  29092,  -18005,  29093,  -18003,  29094,  -18001,  25885]]"
100751, 'Namajani', 33735, "[[29095,  -29048,  29096,  29097]]"
100752, 'Namalenga', 33735, "[[29098,  25875,  25876,  -29047,  29099,  -29036,  29100,  25873]]"
100753, 'Namatutwe', 33735, "[[-29052,  29101,  29102,  -18034,  29103,  -18032,  29104,  -18030,  -18029,  -18028,  29105,  -18026,  -18025,  29106,  -29097]]"
100754, 'Nandete', 33735, "[[29107,  29108,  29109,  -29059,  29110,  29111,  29112,  29113]]"
100755, 'Nangomba', 33735, "[[-29051,  29114,  29115,  29116,  29117,  29118,  29119,  -29102]]"
100756, 'Nanjota', 33735, "[[-29062,  -29040,  29120,  29121,  -29080,  -29068]]"
100757, 'Nanyumbu', 33735, "[[29122,  -29111,  -29058,  29123,  135,  19592,  29124,  138,  19593,  140,  29125,  142,  29126,  29127,  29128,  -29116]]"
100758, 'Napacho', 33735, "[[-29118,  29129,  -29128,  29130,  166,  19603,  168,  19604,  170,  19605,  172,  173,  174,  19607,  29131,  19609,  29132,  19611,  29133,  19613,  29134,  19615,  29135,  29136]]"
100759, 'Sengenya', 33735, "[[29137,  -18035,  -29103,  -29120]]"
100760, 'Sindano', 33735, "[[-29046,  99,  19579,  101,  102,  103,  29138,  105,  19581,  19582,  108,  19583,  110,  29139,  -29037,  -29100]]"
100879, 'Bungulwa', 33742, "[[29140,  29141,  29142,  26343,  29143,  29144,  29145,  29146,  29147]]"
100880, 'Bupamwa', 33742, "[[26313,  29148,  26315,  29149,  29150,  29151,  29152,  26305,  29153,  26307,  29154,  26309,  29155,  26311,  26312]]"
100881, 'Fukalo', 33742, "[[-29150,  26316,  29156,  26318,  29157,  26320,  29158,  26322,  26323,  29159,  26325,  29160]]"
100882, 'Hungumalwa', 33742, "[[29161,  19762,  29162,  19764,  19765,  19766,  29163,  19768,  29164,  19770,  29165,  29166]]"
100883, 'Igongwa', 33742, "[[29167,  29168,  29169,  26328,  29170,  26330,  26331,  29171,  26333,  29172,  26335,  26336,  29173]]"
100884, 'Iseni', 33742, "[[26288,  26289,  29174,  29175,  26367,  29176,  26369,  29177,  26371,  29178,  26373]]"
100885, 'Kikubiji', 33742, "[[19782,  29179,  19784,  19785,  29180,  19787,  29181,  -29152,  29182]]"
100886, 'Lyoma', 33742, "[[29183,  29184,  19748,  29185,  29186,  29187,  19751,  29188,  29189,  29190]]"
100887, 'Maligisu', 33742, "[[29191,  19725,  29192,  19727,  29193,  19729,  29194,  19731,  29195,  19733,  29196,  19735,  19736,  29197,  29198,  29199,  -29175,  26290,  29200,  26292]]"
100888, 'Malya', 33742, "[[19742,  29201,  19744,  29202,  19746,  29203,  -29184,  29204,  29205]]"
100889, 'Mantare', 33742, "[[29206,  29207,  26353,  29208,  26355,  26356]]"
100890, 'Mhande', 33742, "[[-29182,  19788,  29209,  19790,  19791,  29210,  19793,  19794,  29211,  19796,  29212,  19798,  29213,  19800,  26294,  29214,  26296,  29215,  26298,  29216,  26300,  29217,  26302,  29218,  29219,  26304,  -29153]]"
100891, 'Mwabomba', 33742, "[[26363,  29220,  26365,  29221,  -29148,  29222,  26358,  26359,  29223,  26361,  26362]]"
100892, 'Mwagi', 33742, "[[-29200,  29224,  29225,  -29141,  -29222,  26366,  -29176]]"
100893, 'Mwakilyambiti', 33742, "[[19760,  29226,  -29162,  29227,  29228]]"
100894, 'Mwamala', 33742, "[[19771,  29229,  19773,  29230,  19775,  29231,  19777,  29232,  19779,  29233,  19781,  -29183,  -29151,  -29161,  26326,  29234,  -29166]]"
100895, 'Mwandu', 33742, "[[29235,  19741,  -29206,  29236,  29237,  -29198,  19737,  29238,  19739]]"
100896, 'Mwang_halanga', 33742, "[[-29190,  29239,  29240,  -29169,  29241]]"
100897, 'Ng_hundi', 33742, "[[29242,  -29228,  -29167,  -29235,  26327,  -29170,  -29241]]"
99221, 'Lolkisale', 33661, "[[29243,  13283,  29244,  13285,  29245,  13287,  29246,  13289,  29247,  13291,  29248,  29249,  29250,  22829,  29251,  22831,  29252,  22833,  29253,  22835,  29254,  22837,  29255,  29256,  22840,  29257,  22842,  29258,  29259,  13324,  13325,  29260,  13327,  29261,  13329,  29262,  29263,  29264,  13332,  29265,  13334,  29266,  13336,  29267,  13338,  29268,  29269,  13341,  29270,  29271]]"
99222, 'Longido', 33661, "[[29272,  -22673,  29273,  29274,  29275,  29276,  29277,  -22679,  29278,  -22677,  29279,  -22675]]"
99223, 'Makuyuni', 33661, "[[-29271,  13342,  29280,  29281]]"
99224, 'Matale', 33661, "[[[-22630,  29282,  -22628,  -22627,  29283,  -22625,  29284,  -22623,  29285,  -22621,  29286,  -22619,  13276,  29287,  13278,  29288,  13280,  29289,  13282,  -29244,  29290,  -22633,  29291,  -22631]],  [[29292,  29293,  2556,  29294,  2558,  13161,  2560,  13162,  2562,  29295,  13164,  2565,  13165,  2567,  2568,  29296,  2570,  29297,  2572,  29298]]]"
99225, 'Monduli Juu', 33661, "[[-22672,  29299,  -22670,  29300,  -22668,  29301,  -22666,  29302,  -22664,  29303,  -22662,  29304,  -22660,  29305,  -22658,  29306,  -22656,  -22655,  29307,  -22653,  29308,  -22651,  -22650,  29309,  -22648,  29310,  -22646,  29311,  29312,  29313,  29314,  -29274]]"
99226, 'Mtowa Mbu', 33661, "[[13350,  29315,  13352,  29316,  13354,  13355,  29317,  13357,  -22756,  29318,  29319,  -22753,  29320,  -22751,  29321,  -22749,  -22748,  29322,  -22746,  29323,  -22744,  29324]]"
99227, 'n.a. ( 267)', 33661, "[[2553,  29325,  2555,  -29294,  29326,  22869,  29327,  22871,  29328,  29329,  22874,  29330,  22876,  29331,  22878,  29332,  22880,  29333,  22882,  29334,  22884,  29335,  22886,  22887]]"
99228, 'Namanga', 33661, "[[-29277,  29336,  2584,  13171,  2586,  29337,  2588,  13172,  2590,  2591,  2592,  29338]]"
99237, 'Malambo', 33662, "[[29339,  29340,  13535,  29341,  13537,  13538,  29342,  13540,  29343,  13542,  29344,  29345,  29346]]"
99238, 'Nainokanoka', 33662, "[[29347,  29348,  -22852,  29349,  -22850,  29350,  -22848,  -22847,  29351,  -22845,  -22827,  29352,  29353,  -22824,  29354,  -22822,  29355,  -22820,  29356,  -22818,  29357,  -22816,  29358,  -22814,  29359,  29360,  -29340]]"
99239, 'Nayobi', 33662, "[[29361,  -22861,  29362,  -22859,  29363,  -22857,  29364,  -22855,  29365,  -22853,  -29349]]"
99240, 'Ngorongoro', 33662, "[[-29360,  -22813,  29366,  29367,  -22810,  29368,  -22808,  29369,  -22806,  29370,  -22804,  29371,  -22802,  -22801,  -22800,  29372,  -22798,  29373,  -22796,  29374,  -22794,  29375,  29376,  -22792,  29377,  -22790,  29378,  -22788,  29379,  -22786,  29380,  -22784,  29381,  -22782,  -22781,  29382,  29383]]"
99241, 'Olbalbal', 33662, "[[-29361,  -29384,  29384,  13521,  29385,  13523,  29386,  13525,  29387,  13527,  29388,  13529,  29389,  13531,  29390,  13533,  13534,  -29341]]"
99242, 'Oldonyo Sambu', 33662, "[[29391,  29392,  2548,  13159,  2550,  13160,  2552,  -22888,  29393]]"
99243, 'Orgosorok', 33662, "[[29394,  13554,  29395,  13556,  29396,  13558,  29397,  13560,  29398,  29399,  2524,  13150,  2526,  29400]]"
99244, 'Pinyinyi', 33662, "[[-29333,  -22879,  -29332,  -22877,  -29331,  -22875,  -29330,  -29329,  -22872,  -29328,  -22870,  -22869,  29401,  -22867,  29402,  -22865,  -22864,  29403,  -22862,  -29362,  -29348,  -29347,  29404,  -29394,  -22887,  -29336,  -22885,  -29335,  -22883,  -29334,  -22881]]"
99261, 'Mchikichini', 33664, "[[29405,  29406,  22936,  29407,  29408]]"
99262, 'Msongola', 33664, "[[29409,  13825,  29410,  13827,  29411,  29412,  22911]]"
99263, 'Pugu', 33664, "[[29413,  29414,  29415,  29416,  13843,  22913,  -28774,  22915,  -28773,  22917,  -28772,  22919,  22920,  22921]]"
99264, 'Segerea', 33664, "[[22928,  -28827,  22930,  29417,  29418,  29419,  29420,  22923,  -28793,  22925,  22926,  -28828]]"
99265, 'Tabata', 33664, "[[22932,  22933,  29421,  29422,  -29418,  -28826]]"
99266, 'Ukonga', 33664, "[[29423,  29424,  -29415,  29425]]"
99267, 'Upanga Magharibi', 33664, "[[29426,  22938,  22939,  29427]]"
99268, 'Upanga Mashariki', 33664, "[[29428,  -29428,  29429,  29430]]"
99309, 'Mbagala Kuu', 33666, "[[13683,  29431,  4392,  29432,  29433,  29434,  29435,  29436,  29437,  4389]]"
99310, 'Miburani', 33666, "[[29438,  29439,  29440,  29441,  29442,  29443]]"
99311, 'Mji Mwema', 33666, "[[[13706,  29444,  4441,  13708,  4443,  13709,  4445,  13710,  4447,  29445,  4449,  4450,  4451,  29446,  4453,  13712,  4455,  29447,  4457,  29448,  4459,  13713,  4461,  29449,  29450,  29451,  29452,  29453,  13705,  4438]],  [[13589,  11746,  13590,  11748,  13591,  11750,  13592,  13593,  11753]]]"
99312, 'Mtoni', 33666, "[[4371,  29454,  4374,  29455,  13677,  4377,  29456,  4379,  13678,  4381,  13679,  4383,  4384,  13681,  4386,  13682,  4388,  -29438,  29457,  29458,  -29444,  29459,  4370]]"
99313, 'Pemba Mnazi', 33666, "[[[13582,  11766,  13583,  11768,  13584,  11770]],  [[11764]],  [[4578,  13757,  4580,  29460,  4582,  13758,  4584,  13759,  4586,  13760,  13761,  4589,  13762,  4591,  13763,  4593,  4594,  4595,  13765,  29461,  4598,  13767,  4600,  13768,  4602,  4603,  4604,  13770,  4606,  29462,  4608,  13771,  4610,  29463,  4612,  4613,  4614,  4615,  4616,  4617,  4618,  29464,  4620,  13775,  4622,  4623,  4624,  13777,  4626,  13778,  4628,  13779,  4630,  29465,  4632,  13780,  4634,  13781,  4636,  29466,  4639,  4640,  13783,  4642,  13784,  4644,  29467,  4646,  13785,  4648,  13786,  4650,  13787,  4652,  13788,  4654,  13789,  4656,  13790,  4658,  13791,  4660,  13792,  4662,  4663,  4664,  13794,  4666,  13795,  4668,  13796,  4670,  13797,  4672,  13798,  4674,  13799,  4676,  13800,  4678,  13801,  4680,  13802,  13803,  29468,  13805,  13806,  29469,  13808,  29470,  13810,  29471,  29472,  29473]]]"
99314, 'Sandali', 33666, "[[29474,  -22898,  -22897,  29475,  29476]]"
99315, 'Somangira', 33666, "[[[13585,  11761,  29477,  11763]],  [[29478,  4466,  4467,  4468,  29479,  13716,  4471,  13717,  4473,  13718,  29480,  4476,  29481,  4478,  13720,  4480,  13721,  4482,  13722,  4484,  13723,  4486,  13724,  4488,  13725,  4490,  4491,  4492,  29482,  4494,  29483,  4496,  29484,  4498,  4499,  29485,  13728,  4501,  13729,  4503,  29486,  4505,  4506,  29487,  4509,  4510,  4511,  4512,  4513,  29488,  4515,  4516,  4517,  29489,  4520,  13735,  4522,  29490,  4524,  29491,  4526,  13736,  4528,  13737,  29492,  4531,  13739,  4533,  13740,  4535,  29493,  4537,  13741,  4539,  13742,  4541,  13743,  29494,  29495,  29496,  -29450,  4462,  29497,  4464]],  [[11759]],  [[29498,  11730,  13594,  11732,  13595,  11734,  13596,  11736,  13597,  11738,  13598,  11740,  13599,  11742,  29499,  11744]]]"
99316, 'Tandika', 33666, "[[29500,  29501,  29502,  -29477,  29503]]"
99725, 'Kashasha', 33684, "[[29504,  29505,  29506,  29507,  29508]]"
99726, 'Kibanga', 33684, "[[29509,  29510,  29511,  29512,  29513,  29514]]"
99727, 'Kimwani', 33684, "[[29515,  29516,  -23839,  29517,  -23837,  29518,  -23835,  29519,  29520,  -23832,  29521,  -23830,  29522,  -23828,  29523,  -23826,  -23521,  29524,  -23519,  29525,  -23517,  29526,  29527,  -23846,  29528,  -23844,  29529,  -23842]]"
99728, 'Kishanda', 33684, "[[29530,  -29507,  29531,  29532,  29533]]"
99729, 'Kyebitembe', 33684, "[[29534,  -29527,  -23516,  -23515,  29535,  -23513,  29536,  -23511,  29537,  -23509,  29538,  -23507,  29539,  -23505,  29540,  -23503,  29541,  -23501,  -23500,  29542,  -23498,  29543,  -23496,  -23821,  29544,  -23819,  29545]]"
99730, 'lzigo', 33684, "[[29546,  -23876,  29547,  -23874,  29548,  -23872,  29549,  -23870,  29550,  29551,  29552,  29553,  29554]]"
99731, 'Magata Karutanga', 33684, "[[29555,  -23865,  29556,  29557,  -23862,  29558,  -23860,  29559,  -23858,  29560,  -23856,  29561,  -23854,  29562,  -29513,  29563,  29564]]"
99732, 'Mazinga', 33684, "[[29565,  -23912,  29566,  -23910,  29567,  -23908,  29568,  -23906,  29569,  -23904,  29570,  -23902,  29571,  29572,  -23899]]"
100286, 'Msitu wa Tembo', 33714, "[[-16500,  29573,  -16498,  29574,  -16496,  29575,  -16494,  29576,  -16492,  29577,  -16490,  29578,  -16488,  29579,  -16486,  29580,  -16484,  29581,  29582,  -16481,  29583,  29584,  29585,  -16503,  29586,  -16501]]"
100287, 'Naberera', 33714, "[[-29585,  29587,  29588,  29589,  -24768,  29590,  -24766,  29591,  -24764,  29592,  29593,  29594,  29595]]"
100288, 'Nqorika', 33714, "[[-16480,  29596,  -16478,  -16477,  29597,  -16475,  29598,  -16473,  29599,  -16471,  29600,  -16469,  29601,  -16467,  -16466,  -28956,  -16464,  -28955,  -16462,  -28954,  -16460,  -28953,  -28952,  -16457,  -28951,  -16455,  -28950,  -16453,  29602,  -29588,  -29584]]"
100289, 'Oljoro', 33714, "[[29603,  -13271,  -13270,  29604,  29605,  29606,  -29249,  -13292,  -29248,  -13290,  -29247,  -13288,  -29246,  -13286,  -29245,  -13284,  -13283,  -29290,  -13281,  -29289,  -13279,  -29288,  -13277,  -13276,  29607,  -13274,  -13273]]"
100290, 'Orkesumet', 33714, "[[29608,  29609,  29610,  18263,  29611,  18265,  29612,  18267,  29613,  18269,  29614,  18271,  29615,  18273,  29616,  18275,  29617,  18277,  29618,  18279,  -24759,  29619,  -24757,  29620,  -24755,  -24754,  -24753,  -29590]]"
100291, 'Ruvu-Remit', 33714, "[[-28938,  -16427,  -16426,  29621,  -16424,  29622,  -16422,  29623,  -16420,  29624,  -16418,  29625,  -16416,  29626,  -16414,  29627,  -16412,  29628,  -16410,  29629,  -29610,  29630,  -16431,  -28939,  -16429]]"
100292, 'Shambarai', 33714, "[[-29595,  29631,  -29605,  -13269,  29632,  -13267,  29633,  -13265,  29634,  -13263,  -13262,  29635,  -13260,  29636,  -13258,  29637]]"
100293, 'Terrat', 33714, "[[-29632,  -29594,  29638,  29639,  -13316,  29640,  -13314,  29641,  29642,  -13311,  29643,  -13309,  29644,  -13307,  29645,  -13305,  29646,  -13303,  29647,  -13301,  29648,  -13299,  29649,  -13297,  29650,  -13295,  -29606]]"
100294, 'Bunda', 33715, "[[29651,  29652,  18396,  29653,  29654,  29655]]"
100518, 'Maendeleo', 33726, "[[29656,  29657,  29658,  29659,  29660]]"
100519, 'Majengo', 33726, "[[29661,  29662,  -29658,  29663]]"
100520, 'Mbalazi Road', 33726, "[[29664,  29665,  29666,  29667]]"
100521, 'Mwakibete', 33726, "[[-25437,  29668,  29669,  -25432,  29670,  29671]]"
100522, 'Mwansekwa', 33726, "[[29672,  29673,  29674,  29675,  29676,  -25412,  29677]]"
100523, 'Mwasanga', 33726, "[[-29669,  -25436,  29678,  -25434,  29679]]"
100524, 'Nonde', 33726, "[[29680,  -29662,  29681,  29682,  29683,  29684]]"
100525, 'Nsalaga', 33726, "[[-25409,  29685,  29686,  -25410,  -25365]]"
100526, 'Nsoho', 33726, "[[29687,  -29660,  29688,  -29685,  29689,  29690]]"
99146, 'Akheri', 33658, "[[29691,  29692,  29693,  29694,  29695]]"
99147, 'Bangata', 33658, "[[22713,  29696,  29697,  29698,  29699]]"
99148, 'Bwawani', 33658, "[[29700,  13262,  -29635,  13264,  -29634,  13266,  -29633,  13268,  13269,  29701,  22697,  29702,  22699,  29703,  29704]]"
99149, 'IIkiding_a', 33658, "[[-29698,  29705,  29706,  29707,  29708,  29709,  29710,  29711]]"
99150, 'Kikatiti', 33658, "[[29712,  29713,  29714]]"
99151, 'Kikwe', 33658, "[[29715,  29716,  29717,  29718,  29719,  -29693,  29720,  29721]]"
99152, 'Kimnyaki', 33658, "[[29722,  29723,  29724,  29725,  -29709]]"
99153, 'King_ori', 33658, "[[13235,  29726,  29727,  13238,  29728,  13240,  29729,  13242,  13243,  29730,  13245,  29731,  13247,  29732,  29733,  -29713,  29734,  29735]]"
99154, 'Kiranyi', 33658, "[[-29724,  29736,  22726,  22727,  29737,  22729,  29738,  22687,  22688,  29739,  13273,  -29608,  13275,  22618,  -29287,  22620,  -29286,  22622,  -29285,  22624,  -29284,  22626,  29740,  29741]]"
99155, 'Kisongo', 33658, "[[22630,  -29292,  22632,  22633,  29742,  22635,  29743,  22637,  29744,  22639,  29745,  29746,  29747]]"
99156, 'langarini', 33658, "[[-29720,  29748,  -29704,  22700,  29749,  22702,  22703,  29750,  29751,  -29694]]"
99157, 'Leguruki', 33658, "[[-29736,  29752,  29753,  13228,  29754,  13230,  29755,  13232,  29756,  13234]]"
99158, 'Majiya Chai', 33658, "[[-29753,  -29735,  -29715,  29757,  29758,  29759,  29760,  29761]]"
99159, 'Makiba', 33658, "[[13248,  13249,  29762,  13251,  29763,  13253,  29764,  13255,  29765,  -29717,  29766,  -29733]]"
99160, 'Maroroni', 33658, "[[-29767,  -29716,  29767,  -29758,  -29714,  -29734]]"
99161, 'Mateves', 33658, "[[29768,  -29741,  22627,  -29283,  22629,  -29748,  29769]]"
